point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,浙江省方言志
HZ01,湖州市区,太湖片-苕溪小片,,,模,TS,素,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,TS,诉,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,TS,塑,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,TS,嗉,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,姑,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,孤,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,箍,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,辜,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,菇,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,鸪,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,蛄,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,古,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,估,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,盬,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,牯,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,股,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,鼓,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,蛊,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,故,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,固,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,锢,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,雇,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,顾,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,枯,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,苦,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,库,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,裤,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,吴,u/əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,蜈,u,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,吾,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,梧,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,五,u,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,伍,u,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,午,u,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,忤,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,误,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,K,悟,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,呼,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,虎,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,浒,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,琥,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,戽,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,胡,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,湖,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,狐,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,壶,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,乎,u,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,瓠,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,鬍,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,糊,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,蝴,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,瑚,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,户,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,沪,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,互,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,护,əu,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,瓠,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,糊,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,乌,w,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,污,w,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,坞,,,
HZ01,湖州市区,太湖片-苕溪小片,,,模,Ø,恶,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,褒,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,保,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,堡,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,宝,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,报,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,袍,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,抱,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,暴,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,P,菢,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,M,毛,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,M,冒,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,M,帽,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,M,瑁,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,刀,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,叨,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,祷,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,岛,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,捣,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,到,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,倒,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,滔,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,掏,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,讨,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,套,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,桃,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,逃,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,淘,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,陶,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,萄,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,涛,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,道,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,稻,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,盗,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,导,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,T,蹈,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,N,脑,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,N,恼,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,劳,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,捞,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,唠,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,牢,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,痨,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,老,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,佬,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,L,涝,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,遭,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,糟,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,早,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,枣,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,蚤,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,澡,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,藻,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,躁,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,灶,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,操,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,草,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,騲,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,糙,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,曹,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,槽,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,皂,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,造,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,骚,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,臊,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,嫂,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,扫,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,TS,燥,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,高,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,膏,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,篙,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,羔,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,糕,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,稿,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,告,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,膏,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,考,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,烤,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,拷,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,靠,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,犒,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,铐,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,㸆,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,熬,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,敖,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,鳌,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,傲,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,K,鏊,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,蒿,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,薅,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,好,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,耗,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,豪,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,壕,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,毫,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,蠔,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,浩,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,号,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,爊,,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,袄,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,奥,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,懊,ɔ,,
HZ01,湖州市区,太湖片-苕溪小片,,,豪,Ø,澳,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,P,剖,e/u,文读解～/白读～肚皮,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,某,e,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,亩,e,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,牡,e,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,母,u,文读,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,拇,u,文读,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,戊,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,茂,e,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,M,贸,e,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,兜,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,斗,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,抖,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,陡,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,蚪,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,斗,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,偷,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,敨,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,透,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,头,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,投,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,骰,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,豆,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,逗,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,痘,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,T,脰,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,楼,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,搂,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,耧,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,娄,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,搂,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,篓,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,溇,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,漏,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,L,陋,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,TS,走,iʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,TS,奏,iʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,TS,凑,iʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,TS,叟,iʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,TS,嗽,iʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,勾,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,钩,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,沟,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,狗,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,苟,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,垢,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,枸,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,彀,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,够,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,构,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,购,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,勾,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,抠,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,眍,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,口,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,叩,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,扣,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,寇,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,藕,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,偶,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,K,偶,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,吼,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,侯,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,喉,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,猴,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,瘊,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,後,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,厚,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,后,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,候,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,鲎,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,欧,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,瓯,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,区,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,鸥,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,呕,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,殴,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,沤,,,
HZ01,湖州市区,太湖片-苕溪小片,,,侯,Ø,怄,øʉ,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,P,拜,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,P,排,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,P,�,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,M,埋,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,L,攋,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,TS*,䍉,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,TS*,箉,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,TS*,斋,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,TS*,豺,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,皆,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,阶,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,稭,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,偕,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,介,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,界,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,芥,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,尬,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,疥,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,届,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,戒,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,庎,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,揩,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,K,楷,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,Ø,谐,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,Ø,骇,,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,Ø,械,ia,,
HZ01,湖州市区,太湖片-苕溪小片,,,皆,Ø,挨,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,P,摆,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,P,派,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,P,牌,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,P,簰,,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,P,罢,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,P,稗,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,M,买,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,M,卖,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,N,奶,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,TS*,债,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,TS*,钗,ɷ,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,TS*,差,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,TS*,柴,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,TS*,筛,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,TS*,洒,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,TS*,晒,ɷ,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,K,佳,,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,K,街,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,K,解,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,K,懈,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,K,涯,ia,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,K,崖,ia,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,K,捱,,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,Ø,鞋,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,Ø,解,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,Ø,解,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,Ø,蟹,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,Ø,矮,a,,
HZ01,湖州市区,太湖片-苕溪小片,,,佳,Ø,隘,,,