point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴语嘉善方言研究
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,劳,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,唠,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,痨,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,佬,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,L,涝,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,躁,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,篙,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,拷,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,铐,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,敖,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,K,鏊,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,薅,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,袄,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,奥,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,P,剖,u,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,某,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,亩,ɤ,文读,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,牡,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,母,u,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,拇,u,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,戊,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,茂,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,M,贸,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,兜,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,斗,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,抖,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,陡,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,斗,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,偷,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,敨,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,透,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,头,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,投,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,骰,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,豆,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,逗,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,痘,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,T,脰,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,楼,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,耧,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,娄,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,搂,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,篓,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,溇,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,漏,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,L,陋,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,TS,走,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,TS,奏,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,TS,凑,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,TS,叟,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,TS,嗽,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,钩,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,沟,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,狗,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,苟,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,垢,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,枸,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,彀,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,够,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,构,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,购,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,勾,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,抠,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,眍,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,口,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,叩,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,扣,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,寇,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,藕,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,K,偶,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,吼,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,侯,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,喉,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,猴,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,後,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,厚,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,后,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,候,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,欧,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,呕,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,殴,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,沤,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,侯,Ø,怄,ɤ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,P,排,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,P,�,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,M,埋,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,L,攋,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,TS*,斋,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,TS*,豺,ᴇ/a,/白读,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,皆,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,阶,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,稭,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,偕,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,介,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,界,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,届,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,戒,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,庎,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,Ø,谐,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,Ø,骇,ᴇ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,Ø,械,iɪ,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,皆,Ø,挨,ᴇ/a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,P,派,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,P,簰,,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,P,罢,a/o,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,M,买,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,N,奶,ᴇ/a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,TS*,钗,o,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,TS*,差,a/o,出～/～别,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,K,佳,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,K,街,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,K,解,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,K,懈,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,K,涯,ia,文读,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,K,崖,ia,文读,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,K,捱,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
JS01,嘉善魏塘镇,太湖片-苏沪嘉小片,,,佳,Ø,隘,ᴇ,,