point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,绍兴方言同音字汇
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,TS,诉,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,TS,塑,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,TS,嗉,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,姑,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,孤,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,箍,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,辜,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,菇,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,鸪,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,蛄,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,古,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,估,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,盬,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,牯,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,股,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,鼓,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,蛊,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,故,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,固,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,锢,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,雇,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,顾,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,枯,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,苦,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,库,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,裤,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,吴,u,文读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,蜈,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,吾,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,梧,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,五,u,文读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,伍,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,午,u,文读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,忤,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,误,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,K,悟,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,呼,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,虎,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,浒,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,琥,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,戽,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,胡,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,湖,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,狐,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,壶,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,乎,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,瓠,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,鬍,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,糊,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,蝴,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,瑚,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,户,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,沪,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,互,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,护,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,瓠,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,糊,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,乌,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,污,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,坞,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,模,Ø,恶,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,褒,ɤ/ ɒ,旧/新,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,保, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,堡, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,宝, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,报, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,袍, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,抱, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,暴, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,P,菢,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,M,毛, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,M,冒, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,M,帽, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,M,瑁,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,刀, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,叨, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,祷, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,岛, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,倒, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,捣, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,到, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,倒, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,滔, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,掏, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,讨, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,套, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,桃, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,逃, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,淘, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,陶, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,萄, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,涛, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,道, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,稻, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,盗, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,导, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,T,蹈, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,N,脑, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,N,恼, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,劳, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,捞, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,唠, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,牢, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,痨, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,老, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,佬, ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,L,涝, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,遭, ɒ/a,/～眼,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,糟, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,早, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,枣, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,蚤, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,澡, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,藻, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,躁, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,灶, ɒ/a,/又读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,操, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,草, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,騲,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,糙, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,曹, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,槽, ɒ/a,/鸡～,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,皂, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,造, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,骚, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,臊, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,扫, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,嫂, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,扫, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,TS,燥, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,高, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,膏, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,篙, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,羔, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,糕, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,稿, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,告, ɒ/a,/～化子,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,膏, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,考, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,烤, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,拷, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,靠, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,犒, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,铐, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,㸆,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,熬, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,敖, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,鳌, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,傲, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,K,鏊, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,蒿, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,薅, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,好, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,好, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,耗, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,豪, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,壕, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,毫, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,号, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,蠔,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,浩, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,号, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,爊, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,袄, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,懊, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,奥, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,懊, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,豪,Ø,澳, ɒ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,P,剖,ɤ/o,文读/白读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,某,u/ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,亩,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,牡,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,母,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,拇,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,戊,u,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,茂,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,M,贸,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,兜,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,斗,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,抖,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,陡,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,蚪,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,斗,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,偷,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,敨,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,透,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,头,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,投,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,骰,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,豆,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,逗,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,痘,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,T,脰,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,楼,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,搂,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,耧,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,娄,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,搂,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,篓,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,溇,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,漏,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,L,陋,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,TS,走,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,TS,奏,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,TS,凑,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,TS,叟,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,TS,嗽,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,勾,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,钩,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,沟,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,狗,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,苟,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,垢,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,枸,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,彀,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,够,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,构,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,购,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,勾,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,抠,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,眍,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,口,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,叩,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,扣,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,寇,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,藕,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,偶,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,K,偶,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,吼,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,侯,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,喉,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,猴,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,瘊,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,後,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,厚,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,后,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,候,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,鲎,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,欧,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,瓯,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,区,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,鸥,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,呕,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,殴,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,沤,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,侯,Ø,怄,ɤ,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,P,拜,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,P,排,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,P,�,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,M,埋,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,L,攋,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,TS*,䍉,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,TS*,箉,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,TS*,斋,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,TS*,豺,a,白读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,皆,ia,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,阶,a,白读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,稭,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,偕,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,介,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,界,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,芥,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,尬,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,疥,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,届,ia,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,戒,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,庎,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,揩,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,K,楷,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,Ø,谐,iia,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,Ø,骇,,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,Ø,械,ia,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,皆,Ø,挨,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,P,摆,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,P,派,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,P,牌,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,P,簰,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,P,罢,a/o,文读/白读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,P,稗,o,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,M,买,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,M,卖,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,N,奶,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,TS*,债,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,TS*,钗,o,白读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,TS*,差,a/o,～遣/～勿多,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,TS*,柴,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,TS*,筛,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,TS*,洒,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,TS*,晒,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,K,佳,io,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,K,街,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,K,解,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,K,懈,a,白读,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,K,涯,ia,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,K,崖,ia,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,K,捱,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,Ø,鞋,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,Ø,解,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,Ø,解,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,Ø,蟹,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,Ø,矮,a,,
SX01,绍兴城区东头埭,太湖片-临绍小片,,,佳,Ø,隘,ieʔ,,