point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,调查材料
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,TS,酥,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,TS,素,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,TS,诉,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,TS,塑,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,TS,嗉,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,姑,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,孤,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,箍,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,辜,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,菇,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,鸪,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,蛄,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,古,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,估,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,盬,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,牯,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,股,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,鼓,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,蛊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,故,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,固,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,锢,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,雇,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,顾,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,枯,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,苦,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,库,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,裤,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,吴,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,蜈,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,吾,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,梧,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,五,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,伍,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,午,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,忤,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,误,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,K,悟,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,呼,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,虎,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,浒,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,琥,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,戽,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,胡,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,湖,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,狐,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,壶,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,乎,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,鬍,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,蝴,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,瑚,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,户,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,沪,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,互,əu,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,护,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,瓠,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,糊,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,乌,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,污,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,坞,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,模,Ø,恶,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,褒,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,保,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,堡,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,宝,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,报,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,袍,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,抱,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,暴,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,P,菢,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,M,毛,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,M,冒,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,M,帽,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,M,瑁,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,刀,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,叨,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,祷,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,岛,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,捣,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,到,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,倒,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,滔,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,掏,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,讨,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,套,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,桃,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,逃,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,淘,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,陶,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,萄,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,涛,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,道,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,稻,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,盗,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,导,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,T,蹈,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,N,脑,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,N,恼,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,劳,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,捞,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,唠,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,牢,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,痨,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,老,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,佬,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,L,涝,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,藻,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,躁,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,草,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,篙,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,拷,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,铐,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,㸆,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,敖,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,鳌,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,K,鏊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,豪,Ø,澳,ɔ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,P,剖,u,～腹产,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,某,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,亩,ei/m,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,牡,o,～丹,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,母,o/m,～亲,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,拇,o,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,茂,ɔ,～盛,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,M,贸,ɔ,～易,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,兜,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,抖,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,陡,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,蚪,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,斗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,偷,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,敨,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,透,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,头,ei,城厢镇为ø,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,投,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,骰,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,豆,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,逗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,痘,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,T,脰,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,楼,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,耧,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,娄,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,搂,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,篓,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,溇,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,漏,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,L,陋,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,走,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,奏,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,凑,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,叟,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,TS,嗽,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,钩,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,沟,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,狗,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,苟,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,垢,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,枸,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,彀,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,够,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,构,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,购,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,勾,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,抠,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,眍,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,口,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,叩,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,扣,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,寇,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,藕,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,K,偶,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,吼,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,侯,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,喉,u/ei,～咙/～结,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,猴,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,後,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,厚,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,后,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,候,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,鲎,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,欧,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,瓯,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,区,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,鸥,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,呕,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,殴,ei,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,沤,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,侯,Ø,怄,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,P,拜,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,P,排,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,P,�,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,M,埋,ɛ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,L,攋,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,斋,a,聊～,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,TS*,豺,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,皆,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,阶,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,稭,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,偕,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,介,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,界,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,芥,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,尬,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,疥,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,届,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,戒,a,猪八～,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,庎,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,揩,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,K,楷,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,谐,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,骇,ɛ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,械,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,皆,Ø,挨,a/ɛ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,摆,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,派,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,牌,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,簰,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,罢,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,P,稗,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,M,买,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,M,卖,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,N,奶,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,债,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,钗,o,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,差,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,柴,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,筛,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,洒,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,TS*,晒,o,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,佳,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,街,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,解,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,懈,iɪ,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,涯,ia,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,崖,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,K,捱,,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,鞋,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,解,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,蟹,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,矮,a,,
TC01,太仓沙溪,太湖片-苏沪嘉小片,,,佳,Ø,隘,ɛ,,