point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,诸暨市直埠镇方言语音研究
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,TS,素,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,TS,诉,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,TS,塑,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,TS,嗉,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,姑,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,孤,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,箍,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,辜,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,菇,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,鸪,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,蛄,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,古,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,估,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,盬,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,牯,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,股,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,鼓,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,蛊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,故,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,固,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,锢,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,雇,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,顾,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,枯,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,苦,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,库,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,裤,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,吴,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,蜈,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,吾,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,梧,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,五,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,伍,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,午,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,忤,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,误,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,K,悟,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,呼,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,虎,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,浒,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,琥,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,戽,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,胡,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,湖,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,狐,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,壶,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,乎,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,瓠,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,鬍,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,糊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,蝴,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,瑚,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,户,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,沪,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,互,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,护,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,瓠,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,糊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,乌,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,污,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,坞,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,模,Ø,恶,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,褒,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,保,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,堡,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,宝,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,报,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,袍,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,抱,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,暴,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,P,菢,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,M,毛,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,M,冒,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,M,帽,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,M,瑁,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,刀,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,叨,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,祷,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,岛,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,倒,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,捣,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,到,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,倒,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,滔,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,掏,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,讨,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,套,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,桃,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,逃,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,淘,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,陶,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,萄,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,涛,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,道,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,稻,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,盗,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,导,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,T,蹈,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,N,脑,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,N,恼,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,劳,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,捞,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,唠,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,牢,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,痨,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,老,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,佬,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,L,涝,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,遭,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,糟,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,早,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,枣,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,蚤,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,澡,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,藻,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,躁,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,灶,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,操,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,草,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,騲,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,糙,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,曹,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,槽,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,皂,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,造,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,骚,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,臊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,嫂,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,TS,燥,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,高,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,膏,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,篙,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,羔,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,糕,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,稿,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,告,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,膏,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,考,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,烤,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,拷,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,靠,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,犒,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,铐,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,㸆,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,熬,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,敖,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,鳌,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,傲,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,K,鏊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,蒿,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,薅,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,耗,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,豪,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,壕,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,毫,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,蠔,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,浩,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,爊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,豪,Ø,澳,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,P,剖,a/ou,白读/文读,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,某,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,亩,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,牡,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,母,u,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,拇,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,戊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,茂,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,M,贸,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,兜,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,斗,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,抖,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,陡,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,蚪,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,斗,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,偷,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,敨,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,透,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,头,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,投,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,骰,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,豆,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,逗,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,痘,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,T,脰,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,楼,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,搂,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,耧,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,娄,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,搂,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,篓,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,溇,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,漏,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,L,陋,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,TS,走,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,TS,奏,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,TS,凑,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,TS,叟,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,TS,嗽,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,勾,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,钩,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,沟,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,狗,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,苟,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,垢,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,枸,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,彀,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,够,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,构,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,购,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,勾,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,抠,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,眍,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,口,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,叩,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,扣,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,寇,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,藕,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,偶,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,K,偶,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,吼,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,侯,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,喉,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,猴,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,瘊,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,後,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,厚,y,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,后,ei,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,候,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,鲎,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,欧,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,瓯,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,区,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,鸥,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,呕,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,殴,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,沤,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,侯,Ø,怄,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,P,拜,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,P,排,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,P,�,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,M,埋,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,L,攋,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,TS*,䍉,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,TS*,箉,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,TS*,斋,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,TS*,豺,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,皆,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,阶,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,稭,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,偕,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,介,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,界,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,芥,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,尬,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,疥,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,届,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,戒,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,庎,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,揩,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,K,楷,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,Ø,谐,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,Ø,骇,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,Ø,械,ia,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,皆,Ø,挨,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,P,摆,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,P,派,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,P,牌,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,P,簰,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,P,罢,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,P,稗,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,M,买,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,M,卖,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,N,奶,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,TS*,债,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,TS*,钗,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,TS*,差,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,TS*,柴,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,TS*,筛,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,TS*,洒,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,TS*,晒,a/o,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,K,佳,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,K,街,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,K,解,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,K,懈,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,K,涯,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,K,崖,,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,K,捱,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,Ø,鞋,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,Ø,解,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,Ø,解,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,Ø,蟹,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,Ø,矮,a,,
ZJ03,诸暨直埠镇,太湖片-临绍小片,,,佳,Ø,隘,,,